SWISSPROT,Count,Proportion(%)
P54753,770,0.009
Q96KM6,770,0.009
Q5VVP1,770,0.009
P49916,769,0.009
Q8IWU6,769,0.009
P29122,769,0.009
Q9NT22,769,0.009
Q08AF3,769,0.009
P01602,769,0.009
Q9Y6U3,769,0.009
Q9Y6X8,769,0.009
Q9Y6B7,768,0.009
Q9UBK8,768,0.009
Q15042,768,0.009
Q96ED9,768,0.009
Q86Z02,767,0.009
O00418,767,0.009
P20853,767,0.009
Q5HY64,767,0.009
Q9UGJ0,767,0.009
P50895,767,0.009
Q16822,766,0.009
Q9P2F5,766,0.009
O75127,766,0.009
Q9H0M5,766,0.009
P07197,765,0.009
P49746,765,0.009
Q9NS62,765,0.009
Q9NPA2,765,0.009
Q2WGJ6,765,0.009
P41218,765,0.009
P06401,765,0.009
P78314,765,0.009
O14827,765,0.009
P19801,765,0.009
Q92667,765,0.009
O60716,765,0.009
O95672,765,0.009
Q96P50,765,0.009
Q9H694,765,0.009
O75916,765,0.009
P05187,764,0.009
Q8IWU5,764,0.009
P33897,764,0.009
Q8TDR0,764,0.009
Q8IYT8,764,0.009
Q66K89,764,0.009
Q8TEC5,764,0.009
P52569,764,0.009
P08648,763,0.0089
O14709,763,0.0089
Q9Y2L1,763,0.0089
Q9P232,763,0.0089
Q92826,763,0.0089
Q96T37,763,0.0089
P16109,763,0.0089
P22102,763,0.0089
Q6UXH9,763,0.0089
P11586,763,0.0089
Q96RT8,763,0.0089
P17661,763,0.0089
O75427,762,0.0089
P51610,762,0.0089
Q96TA1,762,0.0089
Q8NCD3,762,0.0089
P17035,762,0.0089
P29323,762,0.0089
P48449,762,0.0089
O60291,762,0.0089
Q4G0A6,762,0.0089
Q5K4E3,761,0.0089
P84550,761,0.0089
Q86V87,761,0.0089
P51178,761,0.0089
Q9ULC6,761,0.0089
Q08345,761,0.0089
A8K7I4,761,0.0089
Q9NRF2,761,0.0089
Q13423,761,0.0089
O95259,761,0.0089
Q8IXT1,761,0.0089
P0C0S8,760,0.0089
Q96NZ8,760,0.0089
Q9Y2A4,760,0.0089
Q9Y4E5,760,0.0089
O00222,760,0.0089
Q96MT3,759,0.0089
Q9Y6X9,759,0.0089
Q9UII4,759,0.0089
P29590,759,0.0089
Q03112,759,0.0089
Q93052,758,0.0089
O14715,758,0.0089
Q7Z5H3,758,0.0089
O75843,758,0.0089
Q6P996,758,0.0089
Q14764,758,0.0089
Q8IVU3,758,0.0089
P52849,758,0.0089
Q6ZNA1,757,0.0089
Q9P1Z3,757,0.0089
Q5BJE1,757,0.0089
Q9H4I2,757,0.0089
Q96RQ3,756,0.0089
Q5VYP0,756,0.0089
O14830,756,0.0089
Q7Z6B7,756,0.0089
Q8NF64,756,0.0089
Q5VUG0,756,0.0089
Q9Y5I4,756,0.0089
Q9BQI6,756,0.0089
Q8IWY8,756,0.0089
Q5VV41,755,0.0089
Q14697,755,0.0089
Q17RC7,755,0.0089
Q96MC2,754,0.0088
Q16853,754,0.0088
Q96ST3,754,0.0088
Q86VQ0,754,0.0088
P54886,753,0.0088
Q14527,753,0.0088
Q641Q2,753,0.0088
O00308,753,0.0088
Q2NL82,753,0.0088
Q9UHB4,752,0.0088
O00329,752,0.0088
Q5T655,752,0.0088
O14964,752,0.0088
P16383,752,0.0088
P58215,752,0.0088
P62807,751,0.0088
Q86XN6,751,0.0088
Q8NDV3,751,0.0088
Q9UFC0,751,0.0088
O95528,751,0.0088
O00339,750,0.0088
O75969,750,0.0088
Q9NP73,750,0.0088
Q9H2U9,750,0.0088
Q9BZ11,750,0.0088
Q8N9T8,750,0.0088
Q2TBE0,750,0.0088
A6NM11,750,0.0088
A6NJL1,750,0.0088
Q9NPY3,750,0.0088
Q17RG1,749,0.0088
Q9NQV8,749,0.0088
A5PLK6,749,0.0088
Q8N4X5,749,0.0088
Q9BYV9,749,0.0088
Q02779,749,0.0088
Q14833,749,0.0088
P05186,749,0.0088
P48764,749,0.0088
Q6XUX3,749,0.0088
P24394,749,0.0088
Q9UDR5,748,0.0088
Q96JM3,748,0.0088
Q9NP78,748,0.0088
Q9BY31,748,0.0088
Q96GX1,748,0.0088
O75074,748,0.0088
Q15111,748,0.0088
Q695T7,748,0.0088
Q8NET4,748,0.0088
Q8WUF5,748,0.0088
Q13049,748,0.0088
Q6P5W5,747,0.0088
Q8HWS3,747,0.0088
Q9P209,747,0.0088
A6ND36,747,0.0088
A0AV02,747,0.0088
Q4KMQ2,747,0.0088
P56180,747,0.0088
P54277,747,0.0088
Q9P2B2,746,0.0087
P40879,746,0.0087
Q86VI1,746,0.0087
P51800,746,0.0087
P51451,745,0.0087
Q13206,745,0.0087
Q01780,745,0.0087
Q5T1N1,745,0.0087
Q7LBE3,745,0.0087
P16402,744,0.0087
Q8TCG1,744,0.0087
Q13501,744,0.0087
Q7Z4T9,744,0.0087
Q6T4R5,744,0.0087
Q5T7W0,744,0.0087
O14815,743,0.0087
Q8NI08,743,0.0087
Q9BZ95,743,0.0087
Q86Y91,743,0.0087
Q9H201,743,0.0087
Q8NH83,743,0.0087
O95822,743,0.0087
Q8WZA2,743,0.0087
Q9P2H3,743,0.0087
Q9ULH4,743,0.0087
P54762,743,0.0087
Q9Y6H5,742,0.0087
Q96IV0,742,0.0087
Q92922,742,0.0087
Q9NX65,742,0.0087
Q96ST8,742,0.0087
P23083,742,0.0087
Q9NQU5,741,0.0087
Q05DH4,741,0.0087
Q9H3T2,741,0.0087
P09327,741,0.0087
Q8N4N8,741,0.0087
O14641,741,0.0087
Q96M29,741,0.0087
Q08AH3,741,0.0087
P13807,741,0.0087
P46087,740,0.0087
Q9UHL4,740,0.0087
Q6NV74,740,0.0087
Q9H347,740,0.0087
Q659C4,740,0.0087
Q8N0Z3,740,0.0087
Q15149,739,0.0087
Q8N8A2,739,0.0087
Q6ZW61,739,0.0087
Q5VTH9,739,0.0087
Q9H1R3,739,0.0087
Q96GE4,739,0.0087
Q96QZ7,739,0.0087
O75366,739,0.0087
P20273,738,0.0087
Q9UI46,738,0.0087
P08473,738,0.0087
Q9Y2P5,738,0.0087
Q14159,738,0.0087
O75019,738,0.0087
P46019,738,0.0087
Q5QJ38,738,0.0087
P19174,737,0.0086
A6NNF4,737,0.0086
Q32MQ0,737,0.0086
Q86UE3,737,0.0086
Q8NFM7,737,0.0086
P46020,736,0.0086
Q6P597,736,0.0086
Q86SP6,736,0.0086
Q58F21,736,0.0086
Q4G0U5,736,0.0086
Q01546,736,0.0086
Q9NS39,736,0.0086
Q9UNX4,736,0.0086
Q96RN1,736,0.0086
Q13510,735,0.0086
Q99567,735,0.0086
Q70JA7,735,0.0086
Q8WUT4,734,0.0086
Q9UJA3,734,0.0086
Q9H2G2,734,0.0086
Q969P6,734,0.0086
Q9NTZ6,734,0.0086
Q12929,734,0.0086
Q9NP80,734,0.0086
O00291,734,0.0086
A5D8W1,733,0.0086
Q15139,733,0.0086
Q86SQ7,733,0.0086
Q93008,733,0.0086
Q7Z4V0,733,0.0086
Q8TDY4,733,0.0086
Q86XH1,733,0.0086
Q01954,732,0.0086
P21980,732,0.0086
Q6IA69,732,0.0086
P50416,732,0.0086
P33992,732,0.0086
P07357,732,0.0086
Q8IVF7,732,0.0086
P19367,732,0.0086
Q8IYA6,732,0.0086
Q5VZ89,731,0.0086
P11509,731,0.0086
Q12967,731,0.0086
O60296,731,0.0086
P52735,731,0.0086
P13612,731,0.0086
P37268,731,0.0086
P22413,731,0.0086
Q96PV6,731,0.0086
P24298,730,0.0086
Q96PF1,730,0.0086
Q16584,730,0.0086
O75665,730,0.0086
O43150,730,0.0086
Q9NPD5,730,0.0086
Q96QG7,730,0.0086
Q9Y250,730,0.0086
Q13191,730,0.0086
P52732,729,0.0085
Q96HW7,729,0.0085
O95886,729,0.0085
Q14D04,729,0.0085
Q8NHX9,729,0.0085
Q8N1I0,729,0.0085
Q8IX30,729,0.0085
Q8NI77,729,0.0085
Q12864,729,0.0085
O76090,729,0.0085
P19447,729,0.0085
Q9ULZ9,729,0.0085
P55197,729,0.0085
O75150,728,0.0085
Q8IV53,728,0.0085
O14786,728,0.0085
P17858,728,0.0085
Q9UBM7,728,0.0085
Q969R2,728,0.0085
Q6XPR3,728,0.0085
P15085,727,0.0085
Q8TBB1,727,0.0085
P06865,727,0.0085
Q8IYE0,727,0.0085
Q8N441,727,0.0085
Q86UU5,727,0.0085
Q96NL6,727,0.0085
Q8TF76,727,0.0085
Q9BVN2,727,0.0085
Q9BXP2,726,0.0085
Q96KG9,726,0.0085
Q9BYZ6,726,0.0085
Q9BRZ2,726,0.0085
Q04446,726,0.0085
Q8NG48,726,0.0085
Q8WW24,726,0.0085
Q8IWF2,726,0.0085
Q9UP52,725,0.0085
P21399,725,0.0085
Q9HA65,725,0.0085
Q5JTC6,725,0.0085
Q6ECI4,725,0.0085
Q9UQ05,725,0.0085
Q14511,725,0.0085
P11362,724,0.0085
Q8TBE0,724,0.0085
Q8IUR5,724,0.0085
Q5SWA1,724,0.0085
Q8TCX5,724,0.0085
O00187,724,0.0085
E7EW31,724,0.0085
Q9NP71,724,0.0085
P28799,724,0.0085
Q2M3G4,724,0.0085
Q8IW93,724,0.0085
P50443,723,0.0085
Q9H0B8,723,0.0085
Q9UPW5,723,0.0085
O95835,723,0.0085
Q8N1F7,723,0.0085
Q0P6D6,723,0.0085
Q9NZT2,723,0.0085
Q9UL01,723,0.0085
O00391,722,0.0085
Q9NXH9,722,0.0085
A6NCI8,722,0.0085
Q8IW35,722,0.0085
P0C671,722,0.0085
O95954,722,0.0085
Q9NRA8,722,0.0085
Q6ZRK6,722,0.0085
O95466,722,0.0085
Q96P44,721,0.0085
Q96QT6,721,0.0085
Q15437,721,0.0085
Q8TF30,721,0.0085
Q8IZ52,721,0.0085
P16066,721,0.0085
Q8IZF3,720,0.0084
Q9NY74,720,0.0084
Q9BY89,720,0.0084
Q9ULC8,720,0.0084
Q5JU85,720,0.0084
Q6AI39,720,0.0084
Q5XXA6,719,0.0084
P41594,719,0.0084
Q3B7T1,719,0.0084
Q9H0E9,719,0.0084
Q75T13,719,0.0084
Q96AD5,718,0.0084
Q86VB7,718,0.0084
Q569K6,718,0.0084
P41002,718,0.0084
Q5R3F8,718,0.0084
Q68CK6,718,0.0084
Q14831,718,0.0084
P40818,718,0.0084
Q9UPU7,718,0.0084
Q9H013,717,0.0084
P04049,717,0.0084
P37088,717,0.0084
Q6P1X5,717,0.0084
Q96T21,717,0.0084
Q8N3X1,717,0.0084
P59827,717,0.0084
P17066,717,0.0084
Q06495,716,0.0084
Q9NZ52,716,0.0084
Q96KW2,716,0.0084
Q8N5H7,716,0.0084
Q8N841,716,0.0084
Q9UMX9,716,0.0084
Q9NNW7,716,0.0084
Q9H257,715,0.0084
Q2TAK8,715,0.0084
Q93073,715,0.0084
Q8NDB2,715,0.0084
Q8TEJ3,715,0.0084
P83436,715,0.0084
Q8N3Y3,715,0.0084
P28331,714,0.0084
Q86YF9,714,0.0084
Q9H361,714,0.0084
Q8N9C0,714,0.0084
Q01167,714,0.0084
P53396,714,0.0084
Q6ULP2,714,0.0084
Q9UKF5,713,0.0084
Q9UKE5,713,0.0084
P42357,713,0.0084
Q5SVZ6,713,0.0084
Q8IVL6,713,0.0084
Q96PH1,713,0.0084
P59923,712,0.0083
Q0VAK6,712,0.0083
Q6DN14,712,0.0083
Q00887,712,0.0083
Q9HBD1,712,0.0083
Q9HCU0,712,0.0083
P40337,712,0.0083
Q6ZUJ8,712,0.0083
Q14C86,712,0.0083
Q9ULW8,712,0.0083
O60304,711,0.0083
Q8NFP4,711,0.0083
Q7Z4F1,711,0.0083
Q8IYG6,711,0.0083
Q5JVL4,711,0.0083
P15538,711,0.0083
P78364,711,0.0083
Q8TED9,711,0.0083
Q6UWZ7,710,0.0083
Q8IZ41,710,0.0083
P0C7U0,710,0.0083
Q6UWJ1,710,0.0083
Q14644,710,0.0083
Q14162,710,0.0083
P25205,710,0.0083
P20023,710,0.0083
C9J069,710,0.0083
Q9NU02,710,0.0083
P03971,710,0.0083
Q9ULL8,710,0.0083
Q09013,710,0.0083
P17038,709,0.0083
A4D1B5,709,0.0083
Q9H4L5,709,0.0083
Q96N87,709,0.0083
Q99965,709,0.0083
Q6VY07,709,0.0083
Q16394,708,0.0083
Q96EX3,708,0.0083
Q8N475,708,0.0083
Q07617,708,0.0083
Q15046,708,0.0083
Q5JTV8,708,0.0083
P12955,707,0.0083
Q5TCX8,707,0.0083
O96018,707,0.0083
Q8IYX7,707,0.0083
Q9UH99,707,0.0083
Q6UWX4,707,0.0083
Q4KMQ1,707,0.0083
Q14244,706,0.0083
P35558,706,0.0083
Q12815,706,0.0083
P02786,706,0.0083
Q9UQC2,706,0.0083
Q9Y2V7,706,0.0083
Q86YD7,705,0.0083
Q9H5V8,705,0.0083
O75807,705,0.0083
P21917,705,0.0083
Q5VVW2,705,0.0083
Q86XP1,705,0.0083
Q5JTW2,705,0.0083
Q8IZA0,705,0.0083
O95876,704,0.0083
Q14416,704,0.0083
P40939,704,0.0083
P22310,704,0.0083
Q6GQQ9,704,0.0083
Q9UM07,704,0.0083
Q9H0X4,704,0.0083
Q01432,704,0.0083
Q7RTY8,703,0.0082
Q9Y5F7,703,0.0082
Q9HBG4,703,0.0082
Q8N3T1,703,0.0082
Q6P1M0,703,0.0082
Q92750,703,0.0082
P10412,703,0.0082
Q13342,702,0.0082
Q08426,702,0.0082
Q9NTI5,702,0.0082
Q9H3T3,702,0.0082
O95453,702,0.0082
Q86X53,702,0.0082
Q8N394,702,0.0082
Q8N2N9,702,0.0082
O75448,702,0.0082
O43303,702,0.0082
Q9P2K2,702,0.0082
Q12872,702,0.0082
O60231,702,0.0082
O15457,701,0.0082
Q9P2V4,701,0.0082
Q5SW24,701,0.0082
Q06418,701,0.0082
Q9ULI0,701,0.0082
Q9Y2W3,701,0.0082
Q86XD8,701,0.0082
Q96K78,701,0.0082
Q9C0B6,700,0.0082
P57075,700,0.0082
Q6N069,700,0.0082
O00548,700,0.0082
Q9UIQ6,700,0.0082
Q9NVM4,700,0.0082
Q9HBI6,700,0.0082
Q6RI45,699,0.0082
Q9BYJ1,699,0.0082
O15060,699,0.0082
O43246,699,0.0082
Q6ZUM4,699,0.0082
A6NHA9,699,0.0082
Q14721,699,0.0082
Q68EM7,699,0.0082
Q8IYB3,699,0.0082
Q5TAH2,699,0.0082
O43548,698,0.0082
Q9UMQ6,698,0.0082
O43361,698,0.0082
Q8NFJ9,698,0.0082
P25440,698,0.0082
P51511,698,0.0082
Q7RTM1,698,0.0082
O75151,698,0.0082
Q96M32,698,0.0082
Q04725,698,0.0082
Q16134,697,0.0082
Q9H845,697,0.0082
Q9HAU5,697,0.0082
P07477,697,0.0082
Q96Q27,697,0.0082
Q9UQL6,697,0.0082
P07204,697,0.0082
Q8WUH2,697,0.0082
Q6NX49,696,0.0082
A1A4S6,696,0.0082
P33261,696,0.0082
P42336,696,0.0082
Q5T197,696,0.0082
Q86SU0,696,0.0082
Q8IVF6,696,0.0082
Q6PCB7,696,0.0082
A8MW92,696,0.0082
P46527,696,0.0082
Q9NY33,696,0.0082
Q13574,696,0.0082
Q01726,696,0.0082
Q9NWH9,696,0.0082
Q96EY7,695,0.0081
Q9Y5R5,695,0.0081
O95436,695,0.0081
Q7Z2W4,695,0.0081
P48668,695,0.0081
Q5U623,695,0.0081
Q9HAQ2,695,0.0081
Q6T4P5,695,0.0081
Q93075,695,0.0081
Q15468,695,0.0081
Q9H706,695,0.0081
Q16819,694,0.0081
Q16549,694,0.0081
A6NI56,694,0.0081
Q9BZL4,694,0.0081
P35908,694,0.0081
O75398,694,0.0081
Q96GX5,694,0.0081
Q02410,694,0.0081
Q14978,694,0.0081
P18084,694,0.0081
Q5SY80,694,0.0081
Q2M385,694,0.0081
Q2QGD7,694,0.0081
Q9NYV6,693,0.0081
Q96MR9,693,0.0081
Q8N9B5,693,0.0081
B9A064,693,0.0081
Q3SY69,693,0.0081
Q9Y3M9,693,0.0081
Q9UHI6,693,0.0081
P49419,692,0.0081
Q00839,692,0.0081
Q9Y263,692,0.0081
P07358,692,0.0081
Q9Y2Q0,692,0.0081
P07911,691,0.0081
Q6NUJ1,691,0.0081
P35520,691,0.0081
Q6ZMV9,691,0.0081
Q9BVL4,691,0.0081
P22079,691,0.0081
Q8TCT7,691,0.0081
Q9NX78,690,0.0081
O43795,690,0.0081
Q53HC5,690,0.0081
Q9UJX0,690,0.0081
Q9HCG8,690,0.0081
Q9H329,690,0.0081
Q8NAT1,690,0.0081
Q96GE5,690,0.0081
Q8NFZ0,690,0.0081
O15296,689,0.0081
P81133,689,0.0081
Q8NEN0,689,0.0081
P09871,689,0.0081
P30038,689,0.0081
P36537,689,0.0081
Q6MZZ7,689,0.0081
Q6IV72,689,0.0081
Q99797,689,0.0081
Q5T749,689,0.0081
Q86V71,688,0.0081
Q68CJ6,688,0.0081
Q8WY36,688,0.0081
Q9NR82,688,0.0081
Q3V5L5,688,0.0081
Q9Y2W1,688,0.0081
P01833,688,0.0081
Q8ND04,688,0.0081
Q9P1Q0,688,0.0081
Q9UKA2,688,0.0081
Q76B58,687,0.0081
Q8N3E9,687,0.0081
Q2WGN9,687,0.0081
B5MCY1,687,0.0081
Q9HCI6,687,0.0081
Q6PKG0,687,0.0081
O00294,687,0.0081
O75460,687,0.0081
Q13144,687,0.0081
Q86X52,687,0.0081
Q7Z7K2,686,0.008
Q96RR1,686,0.008
Q6ZUT9,686,0.008
Q15582,686,0.008
P07384,686,0.008
Q9HCS2,686,0.008
Q9Y3Q7,686,0.008
Q32P44,686,0.008
P46059,686,0.008
Q08174,685,0.008
Q9BPX3,685,0.008
Q9H9Y6,685,0.008
Q96II8,685,0.008
Q9Y6L6,684,0.008
P17655,684,0.008
P32004,684,0.008
Q8NCU4,684,0.008
P08235,684,0.008
Q8IWZ5,684,0.008
Q8IXB1,684,0.008
Q9UKF2,684,0.008
O60462,684,0.008
Q16696,684,0.008
Q8N5U6,684,0.008
Q9BSA9,683,0.008
P52740,683,0.008
Q9UI17,683,0.008
Q9BXS9,683,0.008
Q5W041,683,0.008
Q16678,683,0.008
O95521,683,0.008
Q9UGR2,683,0.008
P54840,682,0.008
Q8NHY6,682,0.008
H3BSY2,682,0.008
Q14739,682,0.008
Q9UK23,682,0.008
Q9NZQ3,682,0.008
P07359,682,0.008
Q03938,682,0.008
Q9ULV3,682,0.008
O00337,682,0.008
Q9BZQ6,682,0.008
Q15398,682,0.008
Q6IA86,682,0.008
A2RTX5,682,0.008
P11465,682,0.008
Q9BYT9,681,0.008
Q9Y210,681,0.008
P43155,681,0.008
Q8IZ69,681,0.008
Q6PD62,681,0.008
Q9NXB0,681,0.008
Q5T6L9,681,0.008
Q76KD6,681,0.008
Q5TZJ5,680,0.008
A6NEL2,680,0.008
Q14139,680,0.008
P06681,680,0.008
O60841,680,0.008
Q8NC74,680,0.008
Q14392,680,0.008
Q96LB3,680,0.008
Q8WUM4,679,0.008
Q8IYX3,679,0.008
Q9BY64,679,0.008
O15049,679,0.008
Q8IWG1,679,0.008
P78385,679,0.008
Q15386,679,0.008
O94993,678,0.0079
P01742,678,0.0079
Q07973,678,0.0079
Q5TC82,678,0.0079
Q9HAV4,678,0.0079
Q9Y2J8,677,0.0079
Q8N264,677,0.0079
P21802,677,0.0079
O95980,677,0.0079
Q9BQF6,677,0.0079
P32418,677,0.0079
Q9HCE1,677,0.0079
Q17RD7,677,0.0079
P36871,676,0.0079
Q8N3L3,676,0.0079
Q8N8E2,676,0.0079
Q9BQS7,676,0.0079
Q6NUN0,676,0.0079
O14490,676,0.0079
P14735,676,0.0079
Q13275,676,0.0079
Q8TF61,676,0.0079
Q6ZNB6,676,0.0079
A0AVK6,675,0.0079
O95461,675,0.0079
O43292,675,0.0079
Q8IYQ7,675,0.0079
Q9Y620,675,0.0079
Q9H7R5,675,0.0079
Q9BW04,674,0.0079
Q6PCB5,674,0.0079
Q9UHC3,674,0.0079
Q5TGY1,674,0.0079
P41440,674,0.0079
O00170,674,0.0079
P29973,674,0.0079
Q99435,674,0.0079
O95985,673,0.0079
P19961,673,0.0079
Q8WTR7,673,0.0079
P42566,673,0.0079
Q5T5C0,673,0.0079
Q12851,673,0.0079
Q9Y6Q6,672,0.0079
Q969Y2,672,0.0079
Q9H7U1,672,0.0079
P02538,672,0.0079
Q96DY7,672,0.0079
P47974,672,0.0079
P07196,672,0.0079
Q9NY28,672,0.0079
Q8N6M6,672,0.0079
Q86YC3,672,0.0079
O95678,672,0.0079
Q7Z6J0,672,0.0079
Q14520,672,0.0079
Q86V21,671,0.0079
P42898,671,0.0079
A7XYQ1,671,0.0079
Q9BQI5,671,0.0079
P20592,671,0.0079
Q6N043,671,0.0079
Q3SXY7,671,0.0079
P23458,671,0.0079
Q9ULD8,671,0.0079
P05067,671,0.0079
Q9BXW6,671,0.0079
Q96C10,671,0.0079
A1L4K1,670,0.0079
Q7Z5L9,670,0.0079
O75334,670,0.0079
Q8TEU8,670,0.0079
P52888,670,0.0079
Q9C0I3,670,0.0079
Q8NBJ9,670,0.0079
Q13164,670,0.0079
O94856,670,0.0079
Q9Y227,669,0.0078
Q969P0,669,0.0078
O95834,669,0.0078
Q96MT8,669,0.0078
Q8N309,669,0.0078
Q13822,669,0.0078
Q96PQ1,668,0.0078
Q08477,668,0.0078
Q8IXF0,668,0.0078
Q8IW92,668,0.0078
O60658,668,0.0078
Q5SZL2,668,0.0078
O95995,667,0.0078
Q99424,667,0.0078
O94806,667,0.0078
Q7Z736,667,0.0078
P07858,667,0.0078
Q3MIS6,667,0.0078
P07476,666,0.0078
Q8N4P2,666,0.0078
Q9NUQ8,666,0.0078
O75899,666,0.0078
Q9HAP2,666,0.0078
Q96S15,666,0.0078
P98082,666,0.0078
Q9UNA4,666,0.0078
Q6NUJ5,666,0.0078
Q8IY85,666,0.0078
Q16666,665,0.0078
O43847,665,0.0078
Q8TDI8,665,0.0078
Q7RTS7,665,0.0078
Q9Y3X0,665,0.0078
Q9NQ75,665,0.0078
P35503,665,0.0078
Q9P2N5,665,0.0078
Q96SM3,665,0.0078
Q8WXE1,665,0.0078
Q9UBT6,665,0.0078
Q9UL68,665,0.0078
P10912,665,0.0078
Q8N307,665,0.0078
P20916,664,0.0078
O60393,664,0.0078
A6NDA9,664,0.0078
Q9BZF2,664,0.0078
Q6P1J9,664,0.0078
Q9HAB3,664,0.0078
Q6ZN06,664,0.0078
P27815,663,0.0078
Q9H5Z1,663,0.0078
O15327,663,0.0078
Q9UKP5,663,0.0078
P16050,663,0.0078
Q86TY3,663,0.0078
P18850,663,0.0078
Q5TD94,663,0.0078
Q9Y4D2,663,0.0078
O94929,663,0.0078
O43506,663,0.0078
O14978,663,0.0078
A8MWY0,663,0.0078
P46199,663,0.0078
Q16518,662,0.0078
Q8NBJ5,662,0.0078
Q13823,662,0.0078
Q5VVJ2,662,0.0078
Q7L0X0,662,0.0078
Q9H0I9,662,0.0078
Q9H6R0,662,0.0078
Q9NRA0,662,0.0078
Q8N8U9,662,0.0078
P16422,661,0.0077
Q5T4B2,661,0.0077
P51816,661,0.0077
Q9HCB6,661,0.0077
Q5TAP6,661,0.0077
Q13443,661,0.0077
Q12980,661,0.0077
P35052,661,0.0077
Q6UWL6,660,0.0077
Q9Y223,660,0.0077
Q8NHS3,660,0.0077
P13647,660,0.0077
Q08050,660,0.0077
P26010,660,0.0077
P06731,660,0.0077
O43283,660,0.0077
Q8TF50,660,0.0077
Q03188,660,0.0077
P07332,660,0.0077
Q9BVG8,659,0.0077
O95625,659,0.0077
Q1XH10,659,0.0077
Q01973,659,0.0077
Q8TCY9,659,0.0077
A8MQ14,659,0.0077
Q96JK4,659,0.0077
Q5T5X7,659,0.0077
P11150,658,0.0077
Q9UBB9,658,0.0077
P51649,658,0.0077
Q06732,658,0.0077
Q6NUN7,658,0.0077
Q9H4G0,658,0.0077
P48200,658,0.0077
Q9Y2X9,658,0.0077
Q6ZWL3,658,0.0077
Q05996,658,0.0077
Q2M243,657,0.0077
Q8WWR8,657,0.0077
P54764,657,0.0077
O15397,657,0.0077
Q9BRK4,657,0.0077
Q92995,657,0.0077
Q8N4N3,657,0.0077
Q8IYT2,656,0.0077
Q8NA54,656,0.0077
Q96ME1,656,0.0077
Q86WA9,656,0.0077
Q9UL51,656,0.0077
Q494V2,656,0.0077
Q9Y2G8,656,0.0077
Q709F0,655,0.0077
Q9BRD0,655,0.0077
P43629,655,0.0077
Q9H3D4,655,0.0077
Q8N442,655,0.0077
O96013,655,0.0077
Q8IWR0,655,0.0077
Q9BXB1,655,0.0077
Q9UL16,655,0.0077
Q9Y5T5,655,0.0077
P51168,655,0.0077
Q9GZS0,655,0.0077
Q96SK3,655,0.0077
O00206,655,0.0077
Q75QN2,655,0.0077
Q9Y592,655,0.0077
Q9P0W8,655,0.0077
O43187,654,0.0077
Q96LC7,654,0.0077
Q9Y2B5,654,0.0077
Q2M2Z5,654,0.0077
Q9NS40,654,0.0077
P38435,654,0.0077
Q8TC21,653,0.0077
Q86YT6,653,0.0077
Q05682,653,0.0077
P23327,653,0.0077
Q86SG6,652,0.0076
Q96KP1,652,0.0076
B3KS81,652,0.0076
Q7Z6J9,652,0.0076
Q4VX76,652,0.0076
Q86VD1,652,0.0076
Q92636,652,0.0076
Q9H1I8,652,0.0076
P35557,652,0.0076
P78412,651,0.0076
Q9C0K0,651,0.0076
O76094,651,0.0076
O15287,651,0.0076
Q9C0C4,651,0.0076
Q8NGL9,651,0.0076
Q9UI26,651,0.0076
Q12889,650,0.0076
Q9Y5F3,650,0.0076
Q9NR64,650,0.0076
Q6TGC4,650,0.0076
P00751,650,0.0076
Q8IZW8,650,0.0076
Q5JY77,650,0.0076
Q8NFN8,650,0.0076
Q9HBT6,650,0.0076
Q9GZT9,650,0.0076
Q9HAW8,650,0.0076
Q53TQ3,649,0.0076
Q9Y2N7,649,0.0076
O94850,649,0.0076
Q8IYE1,649,0.0076
Q53R41,649,0.0076
Q9P0L1,649,0.0076
O14901,649,0.0076
O14639,649,0.0076
Q9BVI0,649,0.0076
P11712,648,0.0076
Q0D2K2,648,0.0076
A1IGU5,647,0.0076
Q96AV8,647,0.0076
Q86WN1,647,0.0076
Q14596,647,0.0076
P24557,647,0.0076
Q8TF05,647,0.0076
Q9UKJ8,647,0.0076
O75410,646,0.0076
Q9UEY8,646,0.0076
P09958,646,0.0076
Q674X7,646,0.0076
A1L0T0,646,0.0076
Q9BUR4,646,0.0076
Q969S9,646,0.0076
Q8TF66,645,0.0076
Q9UBC2,645,0.0076
Q17RM4,645,0.0076
Q6PJW8,645,0.0076
Q9NW13,645,0.0076
Q9Y678,644,0.0075
Q6P2H3,644,0.0075
Q96CP6,644,0.0075
P02748,644,0.0075
Q9HC96,643,0.0075
Q86YT5,643,0.0075
O95170,643,0.0075
Q6P4Q7,643,0.0075
Q8NCE2,643,0.0075
Q6NUP7,643,0.0075
Q6NUM6,643,0.0075
Q9Y5L0,643,0.0075
Q8NC60,643,0.0075
Q6UVM3,642,0.0075
Q12816,642,0.0075
Q14156,642,0.0075
P15056,642,0.0075
P13667,642,0.0075
P55289,642,0.0075
Q6ZSB9,642,0.0075
Q496J9,642,0.0075
Q8NAG6,642,0.0075
Q01638,642,0.0075
Q6ZRP7,642,0.0075
Q9NZB2,641,0.0075
Q9UNQ0,641,0.0075
Q03519,641,0.0075
Q9NVE7,641,0.0075
Q9H2U1,641,0.0075
O94874,641,0.0075
O14678,641,0.0075
Q9BXR5,641,0.0075
Q8TE77,641,0.0075
Q7Z794,641,0.0075
Q96MW5,640,0.0075
Q9BZD2,640,0.0075
Q9NVU0,640,0.0075
Q9BYT8,640,0.0075
Q86WT1,640,0.0075
